SamplingPeriod,Assets,Locations,Hospitals,Date,Your reference number,Date isolate sent,Date isolate received (QEHB use only),Positive isolate ID (QEHB use only),Freezer box location,Test result,Users
Beginning,11/341/2 SHOWER,11 South,X,03-Sep-2014,11/341/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/341/2 WHB,11 South,X,03-Sep-2014,11/341/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/341 WHB,11 South,X,03-Sep-2014,11/341 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/340/2 WHB,11 South,X,03-Sep-2014,11/340/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/340/1 WHB,11 South,X,03-Sep-2014,11/340/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/340 WHB,11 South,X,03-Sep-2014,11/340 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/339/2 WHB,11 South,X,03-Sep-2014,11/339/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/339/1 WHB,11 South,X,03-Sep-2014,11/339/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/339 WHB,11 South,X,03-Sep-2014,11/339 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/338/2 SHOWER,11 South,X,03-Sep-2014,11/338/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/338/2 WHB,11 South,X,03-Sep-2014,11/338/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/338/1 WHB,11 South,X,03-Sep-2014,11/338/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/338 WHB,11 South,X,03-Sep-2014,11/338 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/337/2 WHB,11 South,X,03-Sep-2014,11/337/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/337/1 WHB,11 South,X,03-Sep-2014,11/337/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/336/2 WHB,11 South,X,03-Sep-2014,11/336/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/335/2 SHOWER,11 South,X,03-Sep-2014,11/335/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/335/2 WHB,11 South,X,03-Sep-2014,11/335/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/335/1 WHB,11 South,X,03-Sep-2014,11/335/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/334 WHB,11 South,X,03-Sep-2014,11/334 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/333/2 SHOWER,11 South,X,03-Sep-2014,11/333/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/333/2 WHB,11 South,X,03-Sep-2014,11/333/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/333 WHB,11 South,X,03-Sep-2014,11/333 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/332/2 SHOWER,11 South,X,03-Sep-2014,11/332/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/332/2 WHB,11 South,X,03-Sep-2014,11/332/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/332/1 WHB,11 South,X,03-Sep-2014,11/332/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/332 WHB,11 South,X,03-Sep-2014,11/332 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/331/2 SHOWER,11 South,X,03-Sep-2014,11/331/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/331/2 WHB,11 South,X,03-Sep-2014,11/331/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/331/1 WHB,11 South,X,03-Sep-2014,11/331/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/331 WHB,11 South,X,03-Sep-2014,11/331 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/328/2 WHB,11 South,X,03-Sep-2014,11/328/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/328/1 WHB,11 South,X,03-Sep-2014,11/328/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/328 WHB,11 South,X,03-Sep-2014,11/328 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/327/2 SHOWER,11 South,X,03-Sep-2014,11/327/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/327/2 WHB,11 South,X,03-Sep-2014,11/327/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/327/1 WHB,11 South,X,03-Sep-2014,11/327/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/327 WHB,11 South,X,03-Sep-2014,11/327 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/326/2 SHOWER,11 South,X,03-Sep-2014,11/326/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/326/2 WHB,11 South,X,03-Sep-2014,11/326/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/326/1 WHB,11 South,X,03-Sep-2014,11/326/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/326 WHB,11 South,X,03-Sep-2014,11/326 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/325/2 SHOWER,11 South,X,03-Sep-2014,11/325/2 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/325/2 WHB,11 South,X,03-Sep-2014,11/325/2 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/325/1 WHB,11 South,X,03-Sep-2014,11/325/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/325 WHB,11 South,X,03-Sep-2014,11/325 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/212 WHB,11 East,X,03-Sep-2014,11/212 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/203 WATER COOLER,11 East,X,03-Sep-2014,11/203 WATER COOLER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/251 WHB,11 East,X,03-Sep-2014,11/251 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/250 WHB,11 East,X,03-Sep-2014,11/250 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/249 WHB,11 East,X,03-Sep-2014,11/249 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/248 WHB,11 East,X,03-Sep-2014,11/248 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/245 SHOWER,11 East,X,03-Sep-2014,11/245 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/245 WHB,11 East,X,03-Sep-2014,11/245 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/247 WHB,11 East,X,03-Sep-2014,11/247 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/244 SHOWER,11 East,X,03-Sep-2014,11/244 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/244 WHB,11 East,X,03-Sep-2014,11/244 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/243 WHB,11 East,X,03-Sep-2014,11/243 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/242 SHOWER,11 East,X,03-Sep-2014,11/242 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/242 WHB,11 East,X,03-Sep-2014,11/242 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/241 WHB,11 East,X,03-Sep-2014,11/241 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/239/1 WHB,11 East,X,03-Sep-2014,11/239/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/239 WHB,11 East,X,03-Sep-2014,11/239 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/237 SHOWER,11 East,X,03-Sep-2014,11/237 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/237 WHB,11 East,X,03-Sep-2014,11/237 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/235 WHB,11 East,X,03-Sep-2014,11/235 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,Room 8,11 East,X,03-Sep-2014,Room 8,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/234 WHB,11 East,X,03-Sep-2014,11/234 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/231 SHOWER,11 East,X,03-Sep-2014,11/231 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/231 WHB,11 East,X,03-Sep-2014,11/231 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/229/1 SHOWER,11 East,X,03-Sep-2014,11/229/1 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/229/1 WHB,11 East,X,03-Sep-2014,11/229/1 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/229 WHB,11 East,X,03-Sep-2014,11/229 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/226 SHOWER,11 East,X,03-Sep-2014,11/226 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/226 WHB,11 East,X,03-Sep-2014,11/226 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/228 WHB,11 East,X,03-Sep-2014,11/228 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/227 SHOWER,11 East,X,03-Sep-2014,11/227 SHOWER 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/227 WHB,11 East,X,03-Sep-2014,11/227 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,11/225 WHB,11 East,X,03-Sep-2014,11/225 WHB 03.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/446 WHB,12 West,X,02-Sep-2014,12/446 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/444 WHB,12 West,X,02-Sep-2014,12/444 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/445 WHB,12 West,X,02-Sep-2014,12/445 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/443 WHB,12 West,X,02-Sep-2014,12/443 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/442 WHB,12 West,X,02-Sep-2014,12/442 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/440 SHOWER,12 West,X,02-Sep-2014,12/440 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/440 WHB,12 West,X,02-Sep-2014,12/440 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/441 WHB,12 West,X,02-Sep-2014,12/441 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/439 SHOWER,12 West,X,02-Sep-2014,12/439 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/439 WHB,12 West,X,02-Sep-2014,12/439 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/438 WHB,12 West,X,02-Sep-2014,12/438 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/436 SHOWER,12 West,X,02-Sep-2014,12/436 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/437 WHB,12 West,X,02-Sep-2014,12/437 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/435 SHOWER,12 West,X,02-Sep-2014,12/435 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/434 WHB,12 West,X,02-Sep-2014,12/434 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/433 SHOWER,12 West,X,02-Sep-2014,12/433 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/433 WHB,12 West,X,02-Sep-2014,12/433 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/432 WHB,12 West,X,02-Sep-2014,12/432 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/430 SHOWER,12 West,X,02-Sep-2014,12/430 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/430 WHB,12 West,X,02-Sep-2014,12/430 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/431 WHB,12 West,X,02-Sep-2014,12/431 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/429 SHOWER,12 West,X,02-Sep-2014,12/429 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/429 WHB,12 West,X,02-Sep-2014,12/429 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/428 WHB,12 West,X,02-Sep-2014,12/428 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/426 WHB,12 West,X,02-Sep-2014,12/426 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/427 WHB,12 West,X,02-Sep-2014,12/427 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/424 WHB,12 West,X,02-Sep-2014,12/424 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/423 WHB,12 West,X,02-Sep-2014,12/423 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/421 SHOWER,12 West,X,02-Sep-2014,12/421 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/422 WHB,12 West,X,02-Sep-2014,12/422 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/420 WHB,12 West,X,02-Sep-2014,12/420 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/419 WHB,12 West,X,02-Sep-2014,12/419 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/417 WHB,12 West,X,02-Sep-2014,12/417 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/418 WHB,12 West,X,02-Sep-2014,12/418 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/350 SHOWER,12 South,X,02-Sep-2014,12/350 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/350 WHB,12 South,X,02-Sep-2014,12/350 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/349 WHB,12 South,X,02-Sep-2014,12/349 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/347 SHOWER,12 South,X,02-Sep-2014,12/347 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/347 WHB,12 South,X,02-Sep-2014,12/347 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/348 WHB,12 South,X,02-Sep-2014,12/348 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/346 SHOWER,12 South,X,02-Sep-2014,12/346 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/346 WHB,12 South,X,02-Sep-2014,12/346 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/345WHB,12 South,X,02-Sep-2014,12/345WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/343 SHOWER,12 South,X,02-Sep-2014,12/343 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/343 WHB,12 South,X,02-Sep-2014,12/343 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/344 WHB,12 South,X,02-Sep-2014,12/344 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/342 WHB,12 South,X,02-Sep-2014,12/342 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/341 WHB,12 South,X,02-Sep-2014,12/341 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/339 WHB,12 South,X,02-Sep-2014,12/339 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/340 WHB,12 South,X,02-Sep-2014,12/340 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/337 SHOWER,12 South,X,02-Sep-2014,12/337 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/337 WHB,12 South,X,02-Sep-2014,12/337 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/338 WHB,12 South,X,02-Sep-2014,12/338 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/336 SHOWER,12 South,X,02-Sep-2014,12/336 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/335 WHB,12 South,X,02-Sep-2014,12/335 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/333 WHB,12 South,X,02-Sep-2014,12/333 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/334 WHB,12 South,X,02-Sep-2014,12/334 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/332 WHB,12 South,X,02-Sep-2014,12/332 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/331 WHB,12 South,X,02-Sep-2014,12/331 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/329 WHB,12 South,X,02-Sep-2014,12/329 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/330 WHB,12 South,X,02-Sep-2014,12/330 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/327 WHB,12 South,X,02-Sep-2014,12/327 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/328 WHB,12 South,X,02-Sep-2014,12/328 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/326 SHOWER,12 South,X,02-Sep-2014,12/326 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/326 WHB,12 South,X,02-Sep-2014,12/326 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/325 WHB,12 South,X,02-Sep-2014,12/325 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/323 SHOWER,12 South,X,02-Sep-2014,12/323 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/324 WHB,12 South,X,02-Sep-2014,12/324 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/322 SHOWER,12 South,X,02-Sep-2014,12/322 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/322 WHB,12 South,X,02-Sep-2014,12/322 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/321 WHB,12 South,X,02-Sep-2014,12/321 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/319 SHOWER,12 South,X,02-Sep-2014,12/319 SHOWER 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/319 WHB,12 South,X,02-Sep-2014,12/319 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/320 WHB,12 South,X,02-Sep-2014,12/320 WHB 02.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/249/2 SHOWER,12 East,X,01-Sep-2014,12/249/2 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/249/2 WHB,12 East,X,01-Sep-2014,12/249/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/249 WHB,12 East,X,01-Sep-2014,12/249 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/249/1 WHB,12 East,X,01-Sep-2014,12/249/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/248/2 SHOWER,12 East,X,01-Sep-2014,12/248/2 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/248/2 WHB,12 East,X,01-Sep-2014,12/248/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/248 WHB,12 East,X,01-Sep-2014,12/248 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/248/1 WHB,12 East,X,01-Sep-2014,12/248/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/247/2 SHOWER,12 East,X,01-Sep-2014,12/247/2 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/247/2 WHB,12 East,X,01-Sep-2014,12/247/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/247 WHB,12 East,X,01-Sep-2014,12/247 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/247/1 WHB,12 East,X,01-Sep-2014,12/247/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/246/2 WHB,12 East,X,01-Sep-2014,12/246/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/246 WHB,12 East,X,01-Sep-2014,12/246 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/246/1 WHB,12 East,X,01-Sep-2014,12/246/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/245/2 WHB,12 East,X,01-Sep-2014,12/245/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/245 WHB,12 East,X,01-Sep-2014,12/245 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/245/1 WHB,12 East,X,01-Sep-2014,12/245/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/244/2 SHOWER,12 East,X,01-Sep-2014,12/244/2 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/244/2 WHB,12 East,X,01-Sep-2014,12/244/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/244 WHB,12 East,X,01-Sep-2014,12/244 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/244/1 WHB,12 East,X,01-Sep-2014,12/244/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/243/2 WHB,12 East,X,01-Sep-2014,12/243/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/243 WHB,12 East,X,01-Sep-2014,12/243 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/243/1 WHB,12 East,X,01-Sep-2014,12/243/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/242/2 WHB,12 East,X,01-Sep-2014,12/242/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/242 WHB,12 East,X,01-Sep-2014,12/242 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/242/1 WHB,12 East,X,01-Sep-2014,12/242/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/241/1 SHOWER,12 East,X,01-Sep-2014,12/241/1 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/241/1 WHB,12 East,X,01-Sep-2014,12/241/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/241 WHB,12 East,X,01-Sep-2014,12/241 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/240 WHB,12 East,X,01-Sep-2014,12/240 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/239/1 SHOWER,12 East,X,01-Sep-2014,12/239/1 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/239/1 WHB,12 East,X,01-Sep-2014,12/239/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/239 WHB,12 East,X,01-Sep-2014,12/239 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/238/2 WHB,12 East,X,01-Sep-2014,12/238/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/238 WHB,12 East,X,01-Sep-2014,12/238 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/238/1 WHB,12 East,X,01-Sep-2014,12/238/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/237/2 WHB,12 East,X,01-Sep-2014,12/237/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/237 WHB,12 East,X,01-Sep-2014,12/237 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/237/1 WHB,12 East,X,01-Sep-2014,12/237/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/236/2 WHB,12 East,X,01-Sep-2014,12/236/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/236 WHB,12 East,X,01-Sep-2014,12/236 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/236/1 WHB,12 East,X,01-Sep-2014,12/236/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/235/2 WHB,12 East,X,01-Sep-2014,12/235/2 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/235 WHB,12 East,X,01-Sep-2014,12/235 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/235/1 WHB,12 East,X,01-Sep-2014,12/235/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/234 WHB,12 East,X,01-Sep-2014,12/234 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/233/1 SHOWER,12 East,X,01-Sep-2014,12/233/1 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/233/1 WHB,12 East,X,01-Sep-2014,12/233/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/233 WHB,12 East,X,01-Sep-2014,12/233 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/232/1 SHOWER,12 East,X,01-Sep-2014,12/232/1 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/232/1 WHB,12 East,X,01-Sep-2014,12/232/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/232 WHB,12 East,X,01-Sep-2014,12/232 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/143/1 SHOWER,12 North,X,01-Sep-2014,12/143/1 SHOWER  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/143/1 WHB,12 North,X,01-Sep-2014,12/143/1 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
Beginning,12/143 WHB,12 North,X,01-Sep-2014,12/143 WHB  01.09.14,,,,,P.aeruginosa NOT isolated,X2
